BINARY;VERSION;CVE identifier;CVSS rating;exploit db exploit available;metasploit module;trickest PoC;Routersploit;Snyk PoC;Packetstormsecurity PoC;local exploit;remote exploit;DoS exploit;known exploited vuln;kernel vulnerability verified;FIRST EPSS;FIRST PERC;
linux_kernel;2.6.30.9;CVE-2015-8953;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2015-8955;7.3;6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2015-8956;3.6 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2015-8962;7.3;6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2015-8963;7.0;6;0;0;0/0;0;0;0;0;0;0;no;0;34;
linux_kernel;2.6.30.9;CVE-2015-8964;7.1 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;32;
linux_kernel;2.6.30.9;CVE-2015-8966;7.2 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2015-8967;7.8;6;0;0;0/0;0;0;0;0;0;0;no;0;30;
linux_kernel;2.6.30.9;CVE-2015-8970;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2015-9004;7.8;6;0;0;0/0;0;0;0;0;0;0;no;0;30;
linux_kernel;2.6.30.9;CVE-2015-9289;5.5;6;0;0;0/0;0;0;0;0;0;0;no;0;20;
linux_kernel;2.6.30.9;CVE-2016-0723;5.6 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;52;
linux_kernel;2.6.30.9;CVE-2016-0821;5.5;6;0;0;0/0;0;0;0;0;0;0;no;0;28;
linux_kernel;2.6.30.9;CVE-2016-0823;2.1 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;30;
linux_kernel;2.6.30.9;CVE-2016-10044;7.8;6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2016-10088;7.0;6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2016-10147;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2016-10208;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;27;
linux_kernel;2.6.30.9;CVE-2016-10318;4.0 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;55;
linux_kernel;2.6.30.9;CVE-2016-10723;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;21;
linux_kernel;2.6.30.9;CVE-2016-10741;4.7 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2016-10905;7.8;6;0;0;0/0;0;0;0;0;0;0;no;0;14;
linux_kernel;2.6.30.9;CVE-2016-10906;4.4 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;14;
linux_kernel;2.6.30.9;CVE-2016-10907;4.6 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2016-1237;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2016-2053;4.7 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;22;
linux_kernel;2.6.30.9;CVE-2016-2069;4.4 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;58;
linux_kernel;2.6.30.9;CVE-2016-2085;2.1 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2016-2117;5.0 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;71;
linux_kernel;2.6.30.9;CVE-2016-2143;7.8;6;0;0;0/0;0;0;0;0;0;0;no;0;61;
linux_kernel;2.6.30.9;CVE-2016-1575;7.8;12;0;0;0/0;0;0;0;0;0;0;no;0;13;
linux_kernel;2.6.30.9;CVE-2016-1576;7.8;12;0;0;0/0;0;0;0;0;0;0;no;0;13;
linux_kernel;2.6.30.9;CVE-2016-2185;4.9 (v2);6;0;0;0/0;0;1;0;0;0;0;no;0;68;
linux_kernel;2.6.30.9;CVE-2016-2187;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;70;
linux_kernel;2.6.30.9;CVE-2016-1583;7.8;12;0;0;0/0;0;1;0;0;0;0;no;0;20;
linux_kernel;2.6.30.9;CVE-2016-2186;4.9 (v2);6;0;0;0/0;0;1;0;0;0;0;no;0;66;
linux_kernel;2.6.30.9;CVE-2016-2383;5.5;6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2016-2543;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;52;
linux_kernel;2.6.30.9;CVE-2016-2184;4.9 (v2);12;0;0;0/0;0;1;0;0;0;0;no;0;72;
linux_kernel;2.6.30.9;CVE-2016-2544;4.7 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;55;
linux_kernel;2.6.30.9;CVE-2016-2545;4.7 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;55;
linux_kernel;2.6.30.9;CVE-2016-2546;4.7 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;55;
linux_kernel;2.6.30.9;CVE-2016-2547;4.7 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;55;
linux_kernel;2.6.30.9;CVE-2016-2188;4.9 (v2);12;0;0;0/0;0;1;0;0;0;0;no;0;71;
linux_kernel;2.6.30.9;CVE-2016-2548;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;55;
linux_kernel;2.6.30.9;CVE-2016-2549;2.1 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;53;
linux_kernel;2.6.30.9;CVE-2016-2550;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2016-2384;4.9 (v2);12;0;0;0/0;0;1;0;0;0;0;no;0;80;
linux_kernel;2.6.30.9;CVE-2016-2847;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;50;
linux_kernel;2.6.30.9;CVE-2016-3070;4.6 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2016-3137;4.9 (v2);6;0;0;0/0;0;1;0;0;0;0;no;0;62;
linux_kernel;2.6.30.9;CVE-2016-3138;4.9 (v2);6;0;0;0/0;0;1;0;0;0;0;no;0;62;
linux_kernel;2.6.30.9;CVE-2016-2782;4.6;12;0;0;0/0;0;2;0;0;0;0;no;0;73;
linux_kernel;2.6.30.9;CVE-2016-3156;2.1 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;28;
linux_kernel;2.6.30.9;CVE-2016-3689;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;71;
linux_kernel;2.6.30.9;CVE-2016-3134;7.2 (v2);12;0;0;0/0;0;0;0;0;0;0;no;0;53;
linux_kernel;2.6.30.9;CVE-2016-3713;5.6 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;27;
linux_kernel;2.6.30.9;CVE-2016-3136;4.9 (v2);12;0;0;0/0;0;1;0;0;0;0;no;1;86;
linux_kernel;2.6.30.9;CVE-2016-3841;7.3;6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2016-3955;9.8;6;0;0;0/0;0;0;0;0;0;0;no;2;90;
linux_kernel;2.6.30.9;CVE-2016-3139;4.9 (v2);12;0;0;0/0;0;1;0;0;0;0;no;0;83;
linux_kernel;2.6.30.9;CVE-2016-4470;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;17;
linux_kernel;2.6.30.9;CVE-2016-3140;4.9 (v2);12;0;0;0/0;0;1;0;0;0;0;no;1;86;
linux_kernel;2.6.30.9;CVE-2016-4482;2.1 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;49;
linux_kernel;2.6.30.9;CVE-2016-4485;5.0 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;76;
linux_kernel;2.6.30.9;CVE-2016-3672;4.6 (v2);12;0;0;0/0;0;0;0;0;0;0;no;0;0;
linux_kernel;2.6.30.9;CVE-2016-4565;7.8;6;0;0;0/0;0;0;0;0;0;0;no;0;17;
linux_kernel;2.6.30.9;CVE-2016-4569;2.1 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2016-4580;5.0 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;83;
linux_kernel;2.6.30.9;CVE-2016-4581;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2016-4805;7.8;6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2016-4913;7.8;6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2016-4486;2.1 (v2);12;0;0;0/0;0;1;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2016-4998;5.6 (v2);6;1;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2016-5243;2.1 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2016-4578;2.1 (v2);12;0;0;0/0;0;1;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2016-5244;5.0 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;75;
linux_kernel;2.6.30.9;CVE-2016-5400;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2016-5696;5.8 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;75;
linux_kernel;2.6.30.9;CVE-2016-5412;4.6 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;27;
linux_kernel;2.6.30.9;CVE-2016-5728;5.4 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2016-5829;7.8;6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2016-6130;1.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2016-4997;7.8;20;1;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2016-6136;1.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2016-6197;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2016-6156;1.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;42;
linux_kernel;2.6.30.9;CVE-2016-6198;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2016-6213;4.7 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2016-6327;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2016-6480;4.7 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;43;
linux_kernel;2.6.30.9;CVE-2016-6516;4.4 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;31;
linux_kernel;2.6.30.9;CVE-2016-6786;7.0;6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2016-6787;7.0;6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2016-7042;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;47;
linux_kernel;2.6.30.9;CVE-2016-7097;3.6 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2016-7910;7.8;6;0;0;0/0;0;0;0;0;0;0;no;0;51;
linux_kernel;2.6.30.9;CVE-2016-7911;7.8;6;0;0;0/0;0;0;0;0;0;0;no;0;35;
linux_kernel;2.6.30.9;CVE-2016-5195;7.0;44;0;0;0/0;1;4;0;0;0;0;no;81;98;
linux_kernel;2.6.30.9;CVE-2016-7913;7.8;6;0;0;0/0;0;0;0;0;0;0;no;0;40;
linux_kernel;2.6.30.9;CVE-2016-7914;7.1 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;31;
linux_kernel;2.6.30.9;CVE-2016-7915;4.3 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;46;
linux_kernel;2.6.30.9;CVE-2016-6828;4.9 (v2);12;0;0;0/0;0;1;0;0;0;0;no;0;16;
linux_kernel;2.6.30.9;CVE-2016-7916;4.7 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;32;
linux_kernel;2.6.30.9;CVE-2016-7917;4.3 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2016-8630;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2016-8632;7.8;6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2016-8633;6.2 (v2);6;0;0;0/0;0;0;0;0;0;0;no;5;93;
linux_kernel;2.6.30.9;CVE-2016-8645;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2016-8646;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2016-8650;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2016-8658;5.6 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2016-8660;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2016-9084;4.6 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2016-9178;2.1 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2016-9191;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2016-9588;2.1 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;27;
linux_kernel;2.6.30.9;CVE-2016-9604;2.1 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;26;
linux_kernel;2.6.30.9;CVE-2016-9685;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2016-9755;4.6 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2016-9756;2.1 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2016-9794;7.8;6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2017-0523;7.6 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;41;
linux_kernel;2.6.30.9;CVE-2017-1000111;7.8;6;0;0;0/0;0;0;0;0;0;0;no;0;27;
linux_kernel;2.6.30.9;CVE-2017-1000252;2.1 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;28;
linux_kernel;2.6.30.9;CVE-2017-1000363;7.8;6;0;0;0/0;0;0;0;0;0;0;no;0;13;
linux_kernel;2.6.30.9;CVE-2017-1000365;7.8;6;0;0;0/0;0;0;0;0;0;0;no;0;27;
linux_kernel;2.6.30.9;CVE-2017-1000380;2.1 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2017-10662;7.8;6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2017-1000253;7.8;12;0;0;0/0;1;0;0;0;0;0;no;0;31;
linux_kernel;2.6.30.9;CVE-2017-10911;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;27;
linux_kernel;2.6.30.9;CVE-2017-11472;3.6 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2017-1000379;7.8;12;0;0;0/0;0;1;0;0;0;0;no;0;28;
linux_kernel;2.6.30.9;CVE-2017-11473;7.8;6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2017-11600;7.0;6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2017-10661;7.0;12;0;0;0/0;0;0;0;0;0;0;no;0;36;
linux_kernel;2.6.30.9;CVE-2017-1000364;6.2 (v2);20;1;0;0/0;0;0;0;0;0;0;no;0;62;
linux_kernel;2.6.30.9;CVE-2017-12153;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;27;
linux_kernel;2.6.30.9;CVE-2017-12154;3.6 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;25;
linux_kernel;2.6.30.9;CVE-2017-1000112;7.0;36;1;0;0/0;0;0;0;0;0;0;no;0;38;
linux_kernel;2.6.30.9;CVE-2017-12168;6.0;6;0;0;0/0;0;0;0;0;0;0;no;0;25;
linux_kernel;2.6.30.9;CVE-2017-12190;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;28;
linux_kernel;2.6.30.9;CVE-2017-11176;7.8;12;0;0;0/0;0;1;0;0;0;0;no;0;34;
linux_kernel;2.6.30.9;CVE-2017-12192;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2017-12193;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2017-13693;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2017-13694;2.1 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2017-13695;2.1 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2017-14051;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2017-14106;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2017-14140;2.1 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2017-14156;2.1 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2017-14340;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2017-14954;2.1 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2017-14991;2.1 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2017-15102;6.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2017-15115;7.8;6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2017-15116;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;27;
linux_kernel;2.6.30.9;CVE-2017-15127;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2017-14489;4.9 (v2);12;0;0;0/0;0;1;0;0;0;0;no;0;13;
linux_kernel;2.6.30.9;CVE-2017-15265;7.0;6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2017-15128;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;27;
linux_kernel;2.6.30.9;CVE-2017-15274;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2017-15299;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2017-15306;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2017-15537;2.1 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2017-16525;6.6;6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2017-16526;7.8;6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2017-16527;6.6;6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2017-16529;6.6;6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2017-16530;6.6;6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2017-16531;6.6;6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2017-16532;6.6;6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2017-15649;4.6 (v2);12;0;0;0/0;0;0;0;0;0;0;no;0;0;
linux_kernel;2.6.30.9;CVE-2017-16533;6.6;6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2017-16535;7.2 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2017-16536;7.2 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2017-16537;7.2 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2017-16538;7.2 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2017-16643;7.2 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2017-16644;7.2 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2017-16645;7.2 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2017-16646;7.2 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2017-16647;7.2 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2017-16648;7.2 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2017-16649;7.2 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2017-16650;7.2 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2017-17448;4.6 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2017-17449;1.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2017-17450;4.6 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2017-17558;7.2 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2017-17741;2.1 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;26;
linux_kernel;2.6.30.9;CVE-2017-16939;7.8;12;0;0;0/0;0;0;0;0;0;0;no;0;0;
linux_kernel;2.6.30.9;CVE-2017-17805;7.8;6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2017-17806;7.8;6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2017-17807;2.1 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2017-17862;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2017-17864;2.1 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2017-17975;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;27;
linux_kernel;2.6.30.9;CVE-2017-18079;7.8;6;0;0;0/0;0;0;0;0;0;0;no;0;27;
linux_kernel;2.6.30.9;CVE-2017-16994;2.1 (v2);28;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2017-18174;7.5 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;80;
linux_kernel;2.6.30.9;CVE-2017-18193;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2017-18200;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2017-18203;1.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2017-18204;2.1 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2017-18208;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2017-18216;2.1 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2017-18221;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2017-18222;4.6 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2017-18224;1.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2017-18232;2.1 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2017-18241;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2017-18249;4.4 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2017-18255;4.6 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2017-18257;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2017-18261;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2017-18270;3.6 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2017-18360;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2017-18509;7.8;6;0;0;0/0;0;0;0;0;0;0;no;0;58;
linux_kernel;2.6.30.9;CVE-2017-18549;2.1 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;13;
linux_kernel;2.6.30.9;CVE-2017-18550;2.1 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;13;
linux_kernel;2.6.30.9;CVE-2017-18551;6.7;6;0;0;0/0;0;0;0;0;0;0;no;0;14;
linux_kernel;2.6.30.9;CVE-2017-18552;4.6 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;13;
linux_kernel;2.6.30.9;CVE-2017-2583;4.6 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;55;
linux_kernel;2.6.30.9;CVE-2017-18344;2.1 (v2);12;0;0;0/0;0;1;0;0;0;0;no;0;40;
linux_kernel;2.6.30.9;CVE-2017-2584;3.6 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
