BINARY;VERSION;CVE identifier;CVSS rating;exploit db exploit available;metasploit module;trickest PoC;Routersploit;Snyk PoC;Packetstormsecurity PoC;local exploit;remote exploit;DoS exploit;known exploited vuln;kernel vulnerability verified;FIRST EPSS;FIRST PERC;
linux_kernel;2.6.30.9;CVE-2011-2707;6.0;6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2011-2723;5.7 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;81;
linux_kernel;2.6.30.9;CVE-2011-2898;5.5;6;0;0;0/0;0;0;0;0;0;0;no;0;34;
linux_kernel;2.6.30.9;CVE-2011-2905;6.2 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2011-2906;5.5;6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2011-2909;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2011-2928;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;17;
linux_kernel;2.6.30.9;CVE-2011-3188;9.1;6;0;0;0/0;0;0;0;0;0;0;no;1;87;
linux_kernel;2.6.30.9;CVE-2011-3191;8.8;6;0;0;0/0;0;0;0;0;0;0;no;0;57;
linux_kernel;2.6.30.9;CVE-2011-3353;5.5;6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2011-3359;7.5;6;0;0;0/0;0;0;0;0;0;0;no;0;79;
linux_kernel;2.6.30.9;CVE-2011-3363;6.5;6;0;0;0/0;0;0;0;0;0;0;no;0;55;
linux_kernel;2.6.30.9;CVE-2011-3619;4.6 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2011-3637;5.5;6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2011-3638;4.0 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2011-2918;5.5;12;0;0;0/0;0;1;0;0;0;0;no;0;17;
linux_kernel;2.6.30.9;CVE-2011-4077;6.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2011-4080;4.0 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2011-4081;5.5;6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2011-4086;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2011-4087;7.5;6;0;0;0/0;0;0;0;0;0;0;no;0;79;
linux_kernel;2.6.30.9;CVE-2011-4097;5.5;6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2011-4098;1.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2011-4112;5.5;6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2011-4127;4.6 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2011-4325;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2011-4326;7.1 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;82;
linux_kernel;2.6.30.9;CVE-2011-4330;7.2 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2011-4347;4.0 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;49;
linux_kernel;2.6.30.9;CVE-2011-4594;5.5;6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2011-4604;6.8 (v2);6;0;0;0/0;0;0;0;0;0;0;no;1;86;
linux_kernel;2.6.30.9;CVE-2011-4611;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2011-4621;5.5;6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2011-4913;7.8 (v2);6;0;0;0/0;0;0;0;0;0;0;no;1;86;
linux_kernel;2.6.30.9;CVE-2011-4914;6.4 (v2);6;0;0;0/0;0;0;0;0;0;0;no;1;88;
linux_kernel;2.6.30.9;CVE-2011-4915;5.5;6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2011-4916;5.5;6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2011-4917;5.5;6;0;0;0/0;0;0;0;0;0;0;no;0;18;
linux_kernel;2.6.30.9;CVE-2011-5321;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2012-0038;5.5;6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2012-0044;7.8;6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2012-0058;5.5;6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2012-0810;5.5;6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2012-0879;5.5;6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2012-1090;5.5;6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2012-1097;7.8;6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2012-1146;5.5;6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2012-0055;7.8;12;0;0;0/0;0;0;0;0;0;0;no;0;44;
linux_kernel;2.6.30.9;CVE-2012-0045;4.7 (v2);12;0;0;0/0;0;0;0;0;0;0;no;0;56;
linux_kernel;2.6.30.9;CVE-2012-1179;5.2 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;27;
linux_kernel;2.6.30.9;CVE-2012-1601;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;27;
linux_kernel;2.6.30.9;CVE-2012-2100;7.1 (v2);6;0;0;0/0;0;0;0;0;0;0;no;1;87;
linux_kernel;2.6.30.9;CVE-2012-0207;7.5;12;0;0;0/0;0;1;0;0;0;0;no;1;85;
linux_kernel;2.6.30.9;CVE-2012-2119;5.2 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;59;
linux_kernel;2.6.30.9;CVE-2012-2121;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;27;
linux_kernel;2.6.30.9;CVE-2012-0957;4.9 (v2);12;0;0;0/0;0;0;0;0;0;0;no;0;0;
linux_kernel;2.6.30.9;CVE-2012-2123;7.2 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;13;
linux_kernel;2.6.30.9;CVE-2012-2127;5.0 (v2);6;0;0;0/0;0;0;0;0;0;0;no;4;92;
linux_kernel;2.6.30.9;CVE-2012-2133;4.0 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2012-2136;7.2 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2012-2313;1.2 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;16;
linux_kernel;2.6.30.9;CVE-2012-2319;7.2 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2012-2372;4.4 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2012-2373;4.0 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2012-2375;4.6 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;66;
linux_kernel;2.6.30.9;CVE-2012-2383;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2012-2384;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2012-2390;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2012-2669;2.1 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2012-2744;7.8 (v2);6;0;0;0/0;0;0;0;0;0;0;no;4;92;
linux_kernel;2.6.30.9;CVE-2012-3364;5.0 (v2);6;0;0;0/0;0;0;0;0;0;0;no;5;93;
linux_kernel;2.6.30.9;CVE-2012-2745;4.7 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2012-3400;7.6 (v2);6;0;0;0/0;0;0;0;0;0;0;no;2;90;
linux_kernel;2.6.30.9;CVE-2012-3412;7.8 (v2);6;0;0;0/0;0;0;0;0;0;0;no;8;94;
linux_kernel;2.6.30.9;CVE-2012-3511;6.2 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2012-3520;1.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2012-3552;5.9;6;0;0;0/0;0;0;0;0;0;0;no;1;86;
linux_kernel;2.6.30.9;CVE-2012-4444;5.0 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;79;
linux_kernel;2.6.30.9;CVE-2012-4398;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2012-3375;4.9 (v2);12;0;0;0/0;0;1;0;0;0;0;no;0;21;
linux_kernel;2.6.30.9;CVE-2012-4461;1.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2012-4467;6.6 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2012-4508;1.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2012-3430;2.1 (v2);12;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2012-4542;4.6 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2012-4565;4.7 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2012-5517;4.0 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2012-5532;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2012-6536;2.1 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2012-6537;1.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2012-6538;1.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2012-4530;2.1 (v2);12;0;0;0/0;0;0;0;0;0;0;no;0;18;
linux_kernel;2.6.30.9;CVE-2012-6539;1.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;35;
linux_kernel;2.6.30.9;CVE-2012-6540;1.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;35;
linux_kernel;2.6.30.9;CVE-2012-6541;1.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;35;
linux_kernel;2.6.30.9;CVE-2012-6542;1.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;38;
linux_kernel;2.6.30.9;CVE-2012-5375;4.0 (v2);12;0;0;0/0;0;0;0;0;0;0;no;0;16;
linux_kernel;2.6.30.9;CVE-2012-6543;1.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;35;
linux_kernel;2.6.30.9;CVE-2012-6544;1.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;46;
linux_kernel;2.6.30.9;CVE-2012-6545;1.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;46;
linux_kernel;2.6.30.9;CVE-2012-6546;1.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;46;
linux_kernel;2.6.30.9;CVE-2012-6547;1.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;35;
linux_kernel;2.6.30.9;CVE-2012-6548;1.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;47;
linux_kernel;2.6.30.9;CVE-2012-6549;1.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;46;
linux_kernel;2.6.30.9;CVE-2012-6638;7.8 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;77;
linux_kernel;2.6.30.9;CVE-2012-6647;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2012-6657;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;16;
linux_kernel;2.6.30.9;CVE-2012-6689;7.8;6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2012-6701;7.8;6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2012-6704;7.8;6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2012-6712;9.8;6;0;0;0/0;0;0;0;0;0;0;no;0;79;
linux_kernel;2.6.30.9;CVE-2013-0216;5.2 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;61;
linux_kernel;2.6.30.9;CVE-2013-0217;5.2 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;55;
linux_kernel;2.6.30.9;CVE-2013-0228;6.2 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;65;
linux_kernel;2.6.30.9;CVE-2013-0290;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2013-0309;4.7 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2013-0310;6.6 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2013-0311;6.5 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;27;
linux_kernel;2.6.30.9;CVE-2013-0313;6.2 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2013-0343;3.2 (v2);6;0;0;0/0;0;0;0;0;0;0;no;2;90;
linux_kernel;2.6.30.9;CVE-2013-0349;1.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2013-0914;3.6 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2013-1059;7.8 (v2);6;0;0;0/0;0;0;0;0;0;0;no;4;92;
linux_kernel;2.6.30.9;CVE-2013-1767;6.2 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2013-0268;6.2 (v2);12;0;0;0/0;0;1;0;0;0;0;no;0;57;
linux_kernel;2.6.30.9;CVE-2013-1774;4.0 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2013-1792;4.7 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2013-1796;6.8 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;62;
linux_kernel;2.6.30.9;CVE-2013-1797;6.8 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;66;
linux_kernel;2.6.30.9;CVE-2013-1798;6.2 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;62;
linux_kernel;2.6.30.9;CVE-2013-1819;4.6 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2013-1826;6.2 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2013-1827;6.2 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2013-1773;6.2 (v2);12;0;0;0/0;0;0;0;0;0;0;no;0;31;
linux_kernel;2.6.30.9;CVE-2013-1848;6.2 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;44;
linux_kernel;2.6.30.9;CVE-2013-1858;7.2 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2013-1860;6.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;70;
linux_kernel;2.6.30.9;CVE-2013-1928;4.7 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2013-1929;4.4 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;61;
linux_kernel;2.6.30.9;CVE-2013-1943;7.8;6;0;0;0/0;0;0;0;0;0;0;no;0;40;
linux_kernel;2.6.30.9;CVE-2013-1956;2.1 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2013-1957;4.7 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2013-1958;1.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2013-1979;6.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;46;
linux_kernel;2.6.30.9;CVE-2013-2015;4.7 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;27;
linux_kernel;2.6.30.9;CVE-2013-2017;7.8 (v2);6;0;0;0/0;0;0;0;0;0;0;no;2;89;
linux_kernel;2.6.30.9;CVE-2013-2058;4.7 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2013-2128;5.5;6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2013-2140;3.8 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;65;
linux_kernel;2.6.30.9;CVE-2013-2141;2.1 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2013-2146;4.7 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2013-1959;3.7 (v2);12;0;0;0/0;0;1;0;0;0;0;no;0;26;
linux_kernel;2.6.30.9;CVE-2013-2147;2.1 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2013-2148;2.1 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2013-2206;5.4 (v2);6;0;0;0/0;0;0;0;0;0;0;no;74;98;
linux_kernel;2.6.30.9;CVE-2013-2232;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2013-2234;2.1 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2013-2237;2.1 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2013-2546;2.1 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2013-2547;2.1 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2013-2548;2.1 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2013-2634;1.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;46;
linux_kernel;2.6.30.9;CVE-2013-2596;7.8;6;0;0;0/0;0;0;0;0;0;0;no;0;40;
linux_kernel;2.6.30.9;CVE-2013-2635;1.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;46;
linux_kernel;2.6.30.9;CVE-2013-2636;1.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;38;
linux_kernel;2.6.30.9;CVE-2013-2851;6.0 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;29;
linux_kernel;2.6.30.9;CVE-2013-2094;7.2 (v2);28;0;0;0/0;0;4;0;0;0;0;no;0;55;
linux_kernel;2.6.30.9;CVE-2013-2888;6.2 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;68;
linux_kernel;2.6.30.9;CVE-2013-2889;4.7 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;28;
linux_kernel;2.6.30.9;CVE-2013-2890;4.7 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;13;
linux_kernel;2.6.30.9;CVE-2013-2891;4.7 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;13;
linux_kernel;2.6.30.9;CVE-2013-2892;4.7 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;28;
linux_kernel;2.6.30.9;CVE-2013-2893;4.7 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;28;
linux_kernel;2.6.30.9;CVE-2013-2894;4.7 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;25;
linux_kernel;2.6.30.9;CVE-2013-2895;5.4 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;27;
linux_kernel;2.6.30.9;CVE-2013-2896;4.7 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;59;
linux_kernel;2.6.30.9;CVE-2013-2852;6.9 (v2);12;0;0;0/0;0;0;0;0;0;0;no;0;25;
linux_kernel;2.6.30.9;CVE-2013-2897;4.7 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;59;
linux_kernel;2.6.30.9;CVE-2013-2898;1.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;24;
linux_kernel;2.6.30.9;CVE-2013-2899;4.7 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;59;
linux_kernel;2.6.30.9;CVE-2013-2929;3.3 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;47;
linux_kernel;2.6.30.9;CVE-2013-2930;3.6 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2013-3076;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2013-3222;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2013-3223;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2013-3224;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2013-3225;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2013-3226;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2013-3227;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2013-3228;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2013-3229;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2013-3230;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2013-3231;4.7 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2013-3232;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2013-3233;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2013-3234;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2013-3235;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2013-3236;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2013-3237;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2013-3302;4.4 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2013-4125;5.4 (v2);6;0;0;0/0;0;0;0;0;0;0;no;4;92;
linux_kernel;2.6.30.9;CVE-2013-4127;4.7 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2013-4162;4.7 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2013-4163;4.7 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2013-4205;4.7 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2013-4220;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2013-4254;6.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2013-4270;3.6 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2013-4299;6.0 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;69;
linux_kernel;2.6.30.9;CVE-2013-4312;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;51;
linux_kernel;2.6.30.9;CVE-2013-4345;5.8 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;78;
linux_kernel;2.6.30.9;CVE-2013-4350;5.0 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;71;
linux_kernel;2.6.30.9;CVE-2013-4387;6.1 (v2);6;0;0;0/0;0;0;0;0;0;0;no;2;90;
linux_kernel;2.6.30.9;CVE-2013-4470;6.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;44;
linux_kernel;2.6.30.9;CVE-2013-4483;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2013-4511;6.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2013-4512;4.7 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2013-4513;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2013-4514;4.7 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2013-4515;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2013-4516;4.9 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2013-4587;7.2 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;23;
linux_kernel;2.6.30.9;CVE-2013-4588;7.0;6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2013-4591;6.2 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;5;
linux_kernel;2.6.30.9;CVE-2013-4592;4.0 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;10;
linux_kernel;2.6.30.9;CVE-2013-5634;4.3 (v2);6;0;0;0/0;0;0;0;0;0;0;no;0;56;
